index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
505,0.97,3544.173,3552.048,To ensuring--thank you for helping to lead and get Phene paper on the amendments and we transferred the dollars to the right places.,106,,
506,0.97,3552.048,3562.191,Councilmember Lewis has been helping to ensure we have been following through on where the dollars are going to making sure we are taking our time.,106,,
507,0.97,3562.191,3572.869,Councilmember Juarez has been critical in lifting up the voice and guiding us every step of the way.,106,,
508,0.97,3572.869,3589.786,We have not been asked often over the last few decades to come together for a midyear 2020 rebalancing package and we tried to pull in your ideas to make sure we are reflecting community priorities and recognizing in just seven weeks our fall budget Aprocess starts.,106,,
509,0.97,3589.786,3592.422,"With that, thank you for all the work we have done.",106,,
510,0.97,3592.422,3597.827,There is a series of amendments in front of us.,106,,
511,0.97,3597.827,3608.304,"We rolled up our sleeves on balance, we be done hard work and we are committing to action here today.",106,,
512,0.97,3608.304,3608.705,So thank you.,106,,
513,0.97,3608.705,3610.406,Thank you.,107,,
514,0.97,3610.406,3610.807,Appreciate it.,107,,
515,0.97,3610.807,3621.05,"With that being said, I will ask the clerk to please call the role on the passage of the bill.",107,,
516,0.97,3621.05,3621.751,[calling role],107,,
517,0.97,3646.509,3646.909,Thank you.,108,,
518,0.97,3646.909,3649.979,The bill passes and the chair will sign it.,108,,
519,0.97,3649.979,3655.652,I would ask the clerk please affix my signature to the legislation.,108,,
520,0.97,3655.652,3656.552,Okay.,108,,
521,0.97,3656.552,3656.953,Item number two.,108,,
522,0.97,3656.953,3665.528,Will the clerk please read the short item of agenda item 2 into the record.,108,,
523,0.97,3665.528,3665.862,[reading],108,,
524,0.97,3674.137,3680.643,Councilmember Mosqueda as sponsor of the bill and chair of the budget committee you are recognized in order to address this item.,109,,
525,0.97,3680.643,3682.278,Thank you very much.,110,,
526,0.97,3682.278,3686.649,Nothing much to add except the conversations we had during the committee.,110,,
527,0.97,3686.649,3696.025,I want to thank staff for the analysis of where we could identify each and every dollar to help in this moment of crisis both through the public health crisis and the economic crisis.,110,,
528,0.97,3696.025,3703.433,I appreciate all the work they have put into it in addition to all our colleagues.,110,,
529,0.97,3703.433,3704.834,Thank you.,110,,
530,0.97,3704.834,3706.235,"Thank you, Councilmember Mosqueda.",111,,
531,0.97,3706.235,3711.641,Any other comments on this bill?,111,,
532,0.97,3711.641,3712.008,Hearing none.,111,,
533,0.97,3712.008,3720.383,I ask the clerk please call the role on the Passager of the bill.,111,,
534,0.97,3720.383,3730.693,[calling role].,111,,
535,0.97,3740.636,3744.674,The bill passes and the chair will sign it.,112,,
536,0.97,3744.674,3750.179,I ask the clerk police affix my signature to the legislation.,112,,
537,0.97,3750.179,3756.152,"Item three, would the clerk please read agenda item three into the record.",112,,
538,0.97,3756.152,3756.519,[reading.,112,,
539,0.97,3772.735,3777.74,Councilmember Mosqueda you are recognized in order to address agenda item 3.,112,,
540,0.97,3777.74,3779.308,Thank you so much.,113,,
541,0.97,3779.308,3788.584,This is another attempt for us to look at the 2019 carry forward ordinance and appropriate.,113,,
542,0.97,3788.584,3794.824,This is Prudefront us prudent for us to do.,113,,
543,0.97,3794.824,3795.491,So much.,114,,
544,0.97,3795.491,3801.13,Are there any other comments on the bill?,114,,
545,0.97,3801.13,3801.464,Hearing none.,114,,
546,0.97,3801.464,3807.003,Will the clerk please call the role on the passage of the bill.,114,,
547,0.97,3807.003,3825.588,[calling role].,114,,
548,0.97,3825.922,3826.222,Thank you.,115,,
549,0.97,3826.222,3834.363,The bill passes and the chair will sign It.I ask the clerk police affix my signature to the legislation.,115,,
550,0.97,3834.363,3841.537,"Item number 4, will the clerk please read agenda item four into the record.",115,,
551,0.97,3841.537,3856.018,[reading].,115,,
552,0.97,3856.018,3856.552,Thank you.,116,,
553,0.97,3856.552,3859.655,Councilmember Mosqueda sponsor of the bill and chair of the committee.,116,,
554,0.97,3859.655,3863.96,You are recognized in order to address this bill.,116,,
555,0.97,3863.96,3867.463,Thank you.,117,,
556,0.97,3867.463,3867.997,Nothing to add.,117,,
557,0.97,3867.997,3868.998,Thank you so much.,118,,
558,0.97,3868.998,3873.703,Are there any other comments on the bill?,118,,
559,0.97,3873.703,3874.403,All right.,118,,
560,0.97,3874.403,3882.445,"Hearing none, will the clerk please call the roll on the passage of the bill.",118,,
561,0.97,3882.445,3898.427,[calling role].,119,,
562,0.97,3898.427,3899.295,Thank you.,120,,
563,0.97,3899.295,3904.533,The bill passes and the chair will sign It.I ask the clerk police affix my signature to the legislation.,120,,
564,0.97,3904.533,3912.575,"Item number 5, will the clerk please read agenda item 5 into the record.",120,,
565,0.97,3912.575,3927.623,[reading].,120,,
566,0.97,3927.623,3927.99,Thank you.,121,,
567,0.97,3927.99,3931.527,Councilmember Mosqueda is sponsor of the resolution.,121,,
568,0.97,3931.527,3934.063,You are recognized in order to address this item.,121,,
569,0.97,3934.063,3934.463,Thank you.,122,,
570,0.97,3934.463,3937.867,Nothing else to add to this one.,122,,
571,0.97,3937.867,3938.968,Thank you so much.,123,,
572,0.97,3938.968,3946.042,Are there any or comments on the resolution?,123,,
573,0.97,3946.042,3955.084,"Councilmember Sawant, please.",123,,
574,0.97,3955.084,3969.598,"This is agenda item 5. this one and the next one, agenda item 6 lift the legally required minimum investment in the parks Department and the Department of transportation.",124,,
575,0.97,3969.598,3983.913,"If this was being done as an Accountic measure to Swapt funds in order to allow the city to fund the best priorities, of course, I would be supporting this, however, that is not the reality.",124,,
576,0.97,3983.913,3996.192,"The reality is this year the Mayor has chosen to cut parks and roads rather than supporting the Amazon tax, let alone urging the Amazon tax be increased.",124,,
577,0.97,3996.192,4018.347,When we were vote thong Amazon tax earlier this month my office proposed an amendment to increase those big business taxes in a small way to cover all budget short falls.,124,,
578,0.97,4018.347,4030.359,"No other city council members supported the Amendmental and as a result we are faced with this budget, including the resolutions that are legally required to invest little into roads and parks.",124,,
579,0.97,4030.359,4044.473,I will be voting no on this resolution and the next city council bill.,124,,
580,0.97,4044.473,4055.584,If the majority of--I would be happy to bring that forward at any time.,124,,
581,0.97,4055.584,4059.955,At this moment I will vote no.,124,,
582,0.97,4059.955,4060.256,Thank you.,124,,
583,0.97,4060.256,4062.291,"Thank you, Councilmember Sawant.",125,,
584,0.97,4062.291,4069.698,"Any other comments on resolution 31951, agenda item number 5.",125,,
585,0.97,4069.698,4072.501,Hearing and seeing none.,126,,
586,0.97,4072.501,4079.341,I ask the clerk please call the role on the adoption of the resolution.,126,,
587,0.97,4079.341,4084.713,[,126,,
588,0.97,4084.713,4095.057,[calling role],127,,
589,0.97,4100.496,4104.934,"Seven in favor, one opposed.",128,,
590,0.97,4104.934,4105.501,Thank you.,129,,
591,0.97,4105.501,4115.811,The resolution is adopted and the chair will sign It.I ask the clerk police affix my signature to the legislation.,129,,
592,0.97,4115.811,4116.011,Okay.,129,,
593,0.97,4116.011,4126.355,Agenda item number 6. will the clerk please read agenda item 6 into the record.,129,,
594,0.97,4126.355,4136.599,[reading],130,,
595,0.97,4149.645,4157.82,"Councilmember Mosqueda sponsor of the bill and chair of the committee, you are recognized in order to address agenda item number 6.",131,,
596,0.97,4157.82,4159.221,Thank you.,132,,
597,0.97,4159.221,4159.955,No comment.,132,,
598,0.97,4159.955,4162.491,No additional comments on this.,132,,
599,0.97,4162.491,4164.894,Thank you.,132,,
600,0.97,4164.894,4166.862,Okay.,133,,
601,0.97,4166.862,4167.863,Thank you.,133,,
602,0.97,4167.863,4174.403,Any other comments colleagues on this particular bill?,133,,
603,0.97,4174.403,4175.037,"Councilmember Pedersen, please.",133,,
604,0.97,4175.037,4196.325,"For the benefit of the viewing public, we talked about them at length this morning, last Wednesday, and so I just want to commend our budget chair Teresa Mosqueda for her leadership.",134,,
605,0.97,4196.325,4208.07,"There was a lot of work from lots of people in city government, the executive, city budget office, and I--seems like we are moving fast but lots of work has been done.",134,,
606,0.97,4208.07,4212.875,If folks want to see prior statements they could look back to Wednesday or this morning.,134,,
607,0.97,4212.875,4215.177,Right now we are ready to vote.,134,,
608,0.97,4215.177,4216.045,Thank you.,134,,
609,0.97,4216.045,4229.258,I assure the viewing public there will be many words shared by probably every single city Councilmember toward the end of the committee hearing.,135,,
610,0.97,4229.258,4235.297,We are saving up our energy for the final big vote.,135,,
611,0.97,4235.297,4247.676,These are not--noncontroversial bills that we have had almost 60 days worth of conversation about in the budget committee process.,135,,
612,0.97,4247.676,4251.614,"Thank you for that, Councilmember Pedersen.",135,,
613,0.97,4251.614,4251.814,Okay.,135,,
614,0.97,4251.814,4257.086,So we are now on agenda item 6.,135,,
615,0.97,4257.086,4269.031,"And seeing no additional comments from colleagues, I will ask the clerk to call the role on the passage.",135,,
616,0.97,4269.031,4295.391,[calling role].,136,,
617,0.97,4295.391,4296.925,Thank you so much.,137,,
618,0.97,4296.925,4297.426,The bill passes.,137,,
619,0.97,4297.426,4304.967,The chair will sign It.I ask the clerk police affix my signature to the legislation.,137,,
620,0.97,4304.967,4305.167,Okay.,137,,
621,0.97,4305.167,4313.942,"Agenda item 7, will the clerk please read agenda item 7 into the record.",137,,
622,0.97,4313.942,4315.811,[reading],138,,
623,0.97,4329.792,4330.292,Thank you so much.,139,,
624,0.97,4332.261,4339.835,I will now recognize Councilmember Mosqueda as the sponsor of the bill and chair of the committee to address the item if necessary.,139,,
625,0.97,4339.835,4341.036,Thank you so much.,140,,
626,0.97,4341.036,4343.372,Nothing to add at this point.,140,,
627,0.97,4343.372,4345.541,"Thank you, Councilmember Mosqueda.",141,,
628,0.97,4345.541,4348.777,Any other comments on this bill?,141,,
629,0.97,4348.777,4357.586,Seeing and hearing none I ask the clerk please call the role on the passage of the bill.,141,,
630,0.97,4357.586,4378.54,[calling role].,142,,
631,0.97,4378.54,4378.974,Thank you.,143,,
632,0.97,4378.974,4390.486,The bill passes and the chair will sign It.I ask the clerk to please affix my signature to the legislation.,143,,
633,0.97,4390.486,4390.686,Okay.,143,,
634,0.97,4390.686,4400.896,Agenda item 8. will the clerk please read agenda item 8 into the record.,143,,
635,0.97,4400.896,4413.008,[reading].,144,,
636,0.97,4413.008,4414.409,Thank you.,145,,
637,0.97,4414.409,4422.785,"Councilmember Mosqueda sponsor of the Res logs and chair of the committee, you are recognized.",145,,
638,0.97,4422.785,4426.455,I made defer to Councilmember Herbold.,146,,
639,0.97,4426.455,4429.358,That is all right.,147,,
640,0.97,4429.358,4430.259,"Councilmember Herbold, please.",147,,
641,0.97,4430.259,4430.859,Thank you.,148,,
642,0.97,4430.859,4441.937,I just wanted to lift up another important element related to the West Seattle ridge of our budget actions today.,148,,
643,0.97,4441.937,4446.542,Specifically in the resolution.,148,,
644,0.97,4446.542,4466.395,"This particular resolution, ADOPTS policies for the real estate excise tax and specifies that it could be used to fund that, associated with repair or replacing the West Seattle bridge.",148,,
645,0.97,4466.395,4469.531,"Thank you, Councilmember Herbold.",149,,
646,0.97,4469.531,4482.311,Any other comments or questions about the resolution?,149,,
647,0.97,4482.311,4486.315,Seeing and hearing none I ask the clerk please call the role on the passage of the bill.,149,,
648,0.97,4486.315,4490.219,[calling role],150,,
649,0.97,4505.467,4505.834,Thank you.,151,,
650,0.97,4506.468,4514.409,The resolution is adopted and which chair will sign It.I ask the clerk to please affix my signature to the legislation.,151,,
651,0.97,4514.409,4522.084,"Agenda item 9, will the clerk please read agenda item 9 into the record.",151,,
652,0.97,4522.084,4536.265,[reading].,152,,
653,0.97,4536.265,4540.369,Councilmember Mosqueda as chair of the committee you are recognized in order to address this item.,153,,
654,0.97,4540.369,4540.969,Thank you.,154,,
655,0.97,4540.969,4543.338,"Again, I will be brief due to the time.",154,,
656,0.97,4543.338,4552.814,I want to thank our staff and our colleagues for their tremendous amount of work to make sure the Federal dollars were going appropriately to care for those in our community.,154,,
657,0.97,4552.814,4557.252,We want to be good partners with the state and the Feds.,154,,
658,0.97,4557.252,4576.004,"We tried to respond and provide not just good Governance but Proactive and address the crisis, helping prevent folks from falling into homelessness due economic crisis and making sure people have the housing and public health services.",154,,
659,0.97,4576.004,4582.11,Appreciate our delegation for all of their advocacy to make Federal dollars available.,154,,
660,0.97,4582.11,4582.711,Much more is needed.,154,,
661,0.97,4582.711,4602.13,"That is why we stepped up at the city level and trying to offer relief for Covid but appreciate the dollars that have been made available, trying to stretch those as far as possible and our colleagues, these dollars will make a tremendous impact so thank you.",154,,
662,0.97,4602.13,4603.165,"Thank you, Councilmember Mosqueda.",155,,
663,0.97,4603.165,4616.278,"Any other comments seeing and hearing none, will you please call the roll on the passage of the bill?",155,,
664,0.97,4616.278,4617.646,Pederson?,156,,
665,0.97,4617.646,4618.947,Aye,157,,
666,0.97,4618.947,4621.75,Herbold.,158,,
667,0.97,4621.75,4625.354,Aye.,159,,
668,0.97,4625.354,4626.355,Lewis?,160,,
669,0.97,4626.355,4628.457,Yes.,161,,
670,0.97,4628.457,4630.959,Mosqueda?,162,,
671,0.97,4630.959,4632.627,Yes.,163,,
672,0.97,4632.627,4636.999,President Gonzalez?,164,,
673,0.97,4636.999,4637.566,Yes.,165,,
674,0.97,4637.566,4638.467,"8 in favor, none opposed.",166,,
675,0.97,4638.467,4652.881,"Clerk, the bill passes, please affix my signature to the legislation pick agenda item 10, will the clerk please read agenda item 10 into the record.",167,,
676,0.97,4652.881,4668.063,"Agenda item 10, council bill 119825 an ordinance related to the city's response to the 2020 Covid-19 crisis, amending ordinance 126000, which adopted the 2020 budget.",168,,
677,0.97,4668.063,4676.171,The committee recommends that this is passed.,168,,
678,0.97,4676.171,4677.272,"Thank you, Madam clerk.",169,,
679,0.97,4677.272,4688.316,"I will go ahead and recognize Council member Mosqueda as the chair of the committee, to address agenda item number 10.",169,,
680,0.97,4688.316,4690.919,Thank you very much.,170,,
681,0.97,4690.919,4706.068,The bill in front of us is multidimensional and that we have attempted in many places to try to provide investment into community priorities.,170,,
682,0.97,4706.068,4714.242,"Such as making sure that those who are living unsheltered how the housing and support they need, making sure that fewer people fall into homelessness and that there is truly support for working families and our most vulnerable in the city.",170,,
683,0.97,4714.242,4732.961,"And also, that we take a significant step forward to try to address the call from communities to the vest in our policing system and to reinvest in the community.",170,,
684,0.97,4732.961,4736.631,I will just say a few comments here and then I will save some comments for the closing portion.,170,,
685,0.97,4736.631,4740.635,"I want to thank folks for all of their tremendous work, especially our central staff and teams on each of our offices.",170,,
686,0.97,4740.635,4742.871,It has been a very long budget session and it is only August.,170,,
687,0.97,4742.871,4744.573,I want to thank the folks in I.T.,170,,
688,0.97,4744.573,4754.75,And clerks for helping make sure we can get to these meetings and we have robust public comments from communications and our I.T.,170,,
689,0.97,4754.75,4754.983,Folks.,170,,
690,0.97,4754.983,4766.661,"We want to thank our colleagues for their staff and tremendous hours, it is important to note that many of you, like the organizers, have been pulled from your families, have had to spend long hours day and night working as we have tried to deliberately address the call for action in this civil rights uprising.",170,,
691,0.97,4766.661,4795.624,"What we can do is everything, but we have set the path forward for the tremendous work in front of us as a Council and city and I think all of that work should be really called out, and appreciated because a lot of this work is happening around the clock, and that is true, again, for the folks on the street and the folks who have been working around the clock to provide the budget documents in front of us, today.",170,,
692,0.97,4795.624,4808.236,"We started the SPD budget in the first week of June, and have had two sessions a week, sometimes more than one session each week.",170,,
693,0.97,4808.236,4824.619,"We have heard from the central staff, police Department, elected leaders in other cities and national research entities, and importantly we have heard from community coalitions who have been calling for change and who have been doing the research in this area for years.",170,,
694,0.97,4824.619,4840.468,"This inquest process has been helpful in us finally acknowledging and recognizing that there is massive changes that are needed, structural changes, and continued investment in communities for us to realize the changes that are being called for, from communities.",170,,
695,0.97,4840.468,4848.677,"This process and our deep analysis focus on a racial justice length, centering our work by lifting up and including the voice of folks who have been most affected, is how we aim to make policy decisions.",170,,
696,0.97,4848.677,4856.585,We aim to center policy decisions based on those who have had the lived experience.,170,,
697,0.97,4856.585,4859.087,That has been exactly what we have done in this SPD budget inquest.,170,,
698,0.97,4859.087,4878.607,"Over the last few months, and honestly over the last few years, we have been aware that there have been many people who have been calling for structural change and today, we Úare beginning to put ourselves on the path to writing those wrongs.",170,,
699,0.97,4878.607,4896.625,"Structural changes, institutional changes, are really the only option as we look at individuals who have been killed year after year, month after month, unarmed individuals, black and broad, who have been killed at the hands of the start of the current status quo.",170,,
700,0.97,4896.625,4908.87,"We can make changes to make sure that folks who are showing up are those who are adequately trained, who are from our community trusted partnerships and who are not showing up with arms.",170,,
701,0.97,4908.87,4913.008,"That is the conversation we have set ourselves on, the path that we are charting, for this conversation that is coming up.",170,,
702,0.97,4913.008,4914.476,We are taking important critical first steps today.,170,,
703,0.97,4914.476,4944.272,"I will save the rest of my comments for closing comments, but just wanted to say how important it is that we have centered the policy changes and the budget decisions that are included in this bill, not just on SPD but also as it relates to caring for arm our most vulnerable community centers based on what the community has told us they want.",170,,
704,0.97,4944.272,4946.908,"God is a critical change that we think about, with inclusive budgeting and policymaking.",170,,
705,0.97,4946.908,4950.645,"Thank you to everybody who has made this process possible, and I will save some comments for later.",170,,
706,0.97,4950.645,4951.179,Madam President.,170,,
707,0.97,4951.179,4954.249,"Thank you, council member Mosqueda for those introductory remarks.",171,,
708,0.97,4954.249,4961.89,I am going to go ahead and call on Council members who are interested in speaking on this bill before we pass up.,171,,
709,0.97,4961.89,4977.272,"I see Council member Herbold has her hand up and as others become inspired to also speak on this Council bill I would ask that you raise your hand Accordingly and I will jot you down in the order that you raise your hand, council member Herbold, please?",171,,
710,0.97,4977.272,4989.584,Whoever is playing Bingo probably just got a square because I reminded her she was on mute.,172,,
711,0.97,4989.584,5021.149,"So before I move to the SPD related to amendments I do want to just flag my appreciation for some other important elements in this next bill, the pilot project funding, the state staying connected program for seniors is included in here, the proviso to remove the police Department as a Gatekeeper for Co-Lead referrals is included in here.",173,,
712,0.97,5021.149,5058.787,"The funding for the race in equity Toolkit on expansion of choose 180, to begin to serve, defendants over the age of 24, the Prefiling diversion program is included in here, and I am sorry, this is somebody else's, somebody else lead on this but I feel like it was maybe Council member Juarez, and I don't want to Miss a, the restoration of funds and the AIDS Memorial pathways.",173,,
713,0.97,5058.787,5069.197,That is in here's what pick this package of course includes much of the work that this Council has been doing since June.,173,,
714,0.97,5069.197,5099.394,"In the Seattle police Department budget inquest, led by Council member Mosqueda, the package of amendments that we worked together on, and came to a unanimous Council decision on, includes 38 full-time employment reductions starting in November, with suggestions from specific units including mounted patrol, school resource officers, the navigation team, harbor patrol, public affairs, and a S.W.A.T.",173,,
715,0.97,5099.394,5101.996,Team.,173,,
716,0.97,5101.996,5115.176,It includes capturing the savings from an additional 30 FTE's from expected attrition through offices voluntarily leaving or retiring from the police Department.,173,,
717,0.97,5115.176,5121.483,It also includes an additional 32 FTE's suggested general reduction in sworn officers.,173,,
718,0.97,5121.483,5141.536,"It is important to understand that ultimately chief best holds the authority to make decisions about how and where these reductions may occur, the Council may determine the overall appropriate size of the police force and suggest specific specialty units.",173,,
719,0.97,5141.536,5145.473,"Where layoffs may be made, it is the chief of police that will make the determination as to where layoffs occur.",173,,
720,0.97,5145.473,5149.277,"In addition, all of the reductions take a very specific format.",173,,
721,0.97,5149.277,5153.748,In order to set the city up for the most positive labor bargaining outcomes.,173,,
722,0.97,5153.748,5164.759,"Instead of making cuts on positions, the and amendments for proviso on two months worth of salary for each position that is targeted for reduction.",173,,
723,0.97,5164.759,5172.267,We have received expert advice that it may take between two and four months for each reduction to be bargained.,173,,
724,0.97,5172.267,5185.613,"If it takes longer than that, officers, so that officers can continue to be paid at the bargaining finish, but the proviso format means the city will have those dollars on hand just in case they are needed.",173,,
725,0.97,5185.613,5197.926,"The actions, if approved by the Council, and bargained as described below will result in a reduction of SPD's police force by about 100 officers from the current level of about 1400 officers.",173,,
726,0.97,5197.926,5204.332,That is about a 7% reduction in the sworn force.,173,,
727,0.97,5204.332,5214.242,"And, also a result in savings of about $2.9 million.",173,,
728,0.97,5214.242,5218.413,"The package includes modest cuts to the police Department plus travel, training, and recruitment budgets.",173,,
729,0.97,5218.413,5223.117,Which seemed appropriate given the current travel restrictions and the Mayor's hiring freeze.,173,,
730,0.97,5223.117,5225.72,Those cuts total less than $1 million.,173,,
731,0.97,5225.72,5240.868,"Finally, the budget actions which we will talk about later, in the resolution, commits to a number of transfers of functions out of the police Department.",173,,
732,0.97,5240.868,5280.074,"The other point I think is really important to make as we are about to take this vote is that, you know, I think that we as a Council and the Mayor's office are in a really unique position to seize upon a moment in this city and in this country, and I am hopeful that we are more aligned in our desire to do that, then has appeared in the last few weeks.",173,,
733,0.97,5280.074,5281.909,The Mayor has been saying that we should be realistic.,173,,
734,0.97,5281.909,5284.912,And that we have been irresponsible for committing to a goal before we have the details.,173,,
735,0.97,5284.912,5298.159,"And, I really believe that big change like this, shaking things up, accomplished by limiting action to what seems realistic has never been realized.",173,,
736,0.97,5298.159,5305.933,We always have to think beyond what is normally considered realistic and possible.,173,,
737,0.97,5305.933,5323.351,"We--through agreeing to try to work towards a 50% reduction, I hope we have begun a partnership with community that has brought us to this place where we are at now.",173,,
738,0.97,5323.351,5330.358,An ounce has created a Pathway and a plan for 2021 reductions.,173,,
739,0.97,5330.358,5347.075,"Over the weekend, there was an editorial that we took a swing and we missed and I think it is really important to think and look at what we have accomplished for the next four and a half months of the budget.",173,,
740,0.97,5347.075,5357.351,"And understand that is our starting point for deliberations for a whole year worth of budget, so it is important to Annualize the value of these four months of costs.",173,,
741,0.97,5357.351,5398.826,"And I think when you do that and you take paper and pencil up to do that math, our actions, now, are significant and noteworthy and also, express a commitment to not disregard public safety, but to recognize that public safety means public safety four for everyone in the community pick public safety must recognize that by asking police officers to do too much, there are two things that go wrong.",173,,
742,0.97,5398.826,5408.302,"One, you send an armed response in some cases, to a situation that does not require an armed response, which is an unsafe situation.",173,,
743,0.97,5408.302,5416.01,"And two, you are reducing the capacity for officers to respond to law enforcement efforts.",173,,
744,0.97,5416.01,5439.734,"So, I am really encouraged by the work that we have done and I am really hopeful for our efforts and implementing the Council's interest in working together with the Mayor's office, and the chief to realize this Pathway for Reimagined public safety for our city.",173,,
745,0.97,5439.734,5445.973,Thank you.,173,,
746,0.97,5445.973,5449.777,"Thank you, council member Herbold pick I appreciate hearing from you as our public safety chair on this issue.",174,,
747,0.97,5449.777,5474.735,"Colleagues, I apologize to Council member Juarez and to all of you, I did not realize that I had an updated script in my Inbox, reflecting two additional amendments that are being brought forward by Council member Juarez, and so had inadvertently opened it up for general debate before we considered those amendments.",174,,
748,0.97,5474.735,5482.009,So I want to apologize for that oversight.,174,,
749,0.97,5482.009,5484.679,"Council member Juarez, I did not mean to bypass your amendment.",174,,
750,0.97,5484.679,5492.32,"So, again, I understand that Council member Juarez has two proposed amendments to this bill that we are currently discussing.",174,,
751,0.97,5492.32,5505.066,"That were distributed after 12:00, noon, in order for the Council to be able to consider these amendments the rules will need to be suspended.",174,,
752,0.97,5505.066,5515.61,"If there is no objection, the Council rule relating to circulation of amendments by Ú12:00 noon will be suspended to allow consideration of two amendments.",174,,
753,0.97,5515.61,5519.447,"Hearing no objection, the Council rule is suspended and the Council will proceed with consideration of these two amendments.",174,,
754,0.97,5519.447,5523.518,"Council member Juarez you are recognized, with version 2 of amendment 59.",174,,
755,0.97,5523.518,5525.92,"Thank you, Council President.",175,,
756,0.97,5525.92,5531.926,"And, no need to apologize, there was a lot happening this morning.",175,,
757,0.97,5531.926,5540.868,I want to thank you for letting me bring these and make your intelligence indulgence.,175,,
758,0.97,5540.868,5557.952,"We had a couple of improvises ready to go last week, we learned under the we can we had to change them over the week.",175,,
759,0.97,5557.952,5559.487,We were waiting to hear back from them.,175,,
760,0.97,5559.487,5561.689,"You have received the new versions in your Inbox, amendments 59 and 60.",175,,
761,0.97,5561.689,5571.399,"As Council member Pederson said, there has been a lot of work happening over several weeks, now, and these reflect the intent of amendments 33 and 34, that we passed last week.",175,,
762,0.97,5571.399,5597.325,"And, those amendments were committing us to investing in organizations that are--the intent of them is to commit us to invest in organizations that are led by people of color, for communities of color . For organizations that work to improve community safety through restorative justice, mental health and wellness, youth mentoring programs, these are the kinds of organizations we want to invest in.",175,,
763,0.97,5597.325,5608.936,"So that as we build up community safety infrastructure, we can do that while we are trying to dismantle our Overreliance on policing.",175,,
764,0.97,5608.936,5633.661,"The Provisos that we have today, are intended to Hsd to that standard, in a way that goes as closely as possible to the preference for organizations, and as I said earlier, the issue is that because of I-200 we cannot directly Express intent to contract with black communities.",175,,
765,0.97,5633.661,5645.139,We cannot--that does not mean we cannot express our intent to our Department that are contracting Department could be more inclusive.,175,,
766,0.97,5645.139,5670.398,"This amendment, amendment 59, AMENDS the $4 million investment and clarifies that receiving organizations should have culturally relevant experience, safety efforts, and the amendment reflects that the chair of the community economic development community that oversees civil rights receives a report identifying the selected organizations.",175,,
767,0.97,5670.398,5673.868,"Thank you, council member Juarez.",176,,
768,0.97,5673.868,5684.879,"Are there any questions or comments on a proposed amendment, 59?",176,,
769,0.97,5684.879,5698.225,"Okay, hearing none, I am going to go ahead and actually, I think, I am not sure we have had a formal motion and second?",176,,
770,0.97,5698.225,5705.332,Can you go ahead and move it and then we will see if there is a second?,176,,
771,0.97,5705.332,5709.036,"Yes, I move amendment 59.",177,,
772,0.97,5709.036,5709.637,Second.,178,,
773,0.97,5709.637,5712.64,"Okay, it has been moved and Seconded to adopt version 2 of amendment 59.",179,,
774,0.97,5712.64,5724.652,"Council member Juarez has already addressed the proposed amendment, are there any other comments on the amendment?",179,,
775,0.97,5724.652,5732.093,"Hearing none, I will ask the clerk please to call the roll on the adoption of version 2 of amendment 59.",179,,
776,0.97,5732.093,5734.829,Pederson.,180,,
777,0.97,5734.829,5737.965,Aye.,181,,
778,0.97,5737.965,5738.499,Sawant.,182,,
779,0.97,5738.499,5742.369,Yes.,183,,
780,0.97,5742.369,5744.572,Strauss.,184,,
781,0.97,5744.572,5744.872,Yes.,185,,
782,0.97,5744.872,5745.272,Lewis.,186,,
783,0.97,5745.272,5745.84,Yes.,187,,
784,0.97,5745.84,5746.974,Morales.,188,,
785,0.97,5746.974,5750.578,Mosqueda.,189,,
786,0.97,5750.578,5751.645,.,190,,
787,0.97,5751.645,5762.189,"8 a in favor, none opposed.",191,,
788,0.97,5764.658,5765.693,The motion is adopted.,192,,
789,0.97,5765.693,5769.697,Council member Juarez you have a second amendment so I'm going to recognize you to move version 2 of amendment 60.,192,,
790,0.97,5769.697,5772.666,I move version two of amendment 60.,193,,
791,0.97,5772.666,5773.768,Excellent.,194,,
792,0.97,5773.768,5775.603,Is there a second?,194,,
793,0.97,5775.603,5779.206,Second.,195,,
794,0.97,5779.206,5784.478,It has been moved and Seconded to adopt version 2 of amendment 60.,196,,
795,0.97,5784.478,5786.38,"The floor is yours to describe this proposed amendment, Juarez.",196,,
796,0.97,5786.38,5803.731,"Thank you, I will be brief, this amendment places a proviso on the $10 million investments that we made last week to require that Hsd submit a spending plan to the committee overseeing civil rights issues and that the plan be approved by ordinance.",197,,
797,0.97,5803.731,5810.938,"Thank you for that Scription, and any other comments on the proposed amendment?",198,,
798,0.97,5810.938,5824.752,"Hearing no additional comments on proposed amendment 60, I will ask at the clerk call the roll on the adoption of version 2.",198,,
799,0.97,5824.752,5825.352,Pederson.,199,,
800,0.97,5825.352,5826.353,Aye.,200,,
801,0.97,5826.353,5842.369,"Sawant, Herbold, Lewis, Morales, Mosqueda, president Gonzalez?",201,,
802,0.97,5842.369,5848.175,Yes.,202,,
803,0.97,5848.175,5848.976,"8 in favor, none opposed.",202,,
804,0.97,5848.976,5849.877,"Thank you, Madam clerk.",203,,
805,0.97,5849.877,5851.378,The motion carries and the amendment is adopted.,203,,
806,0.97,5851.378,5856.717,"All right, so that concludes all of the amendments that I am aware of.",203,,
807,0.97,5856.717,5865.459,"So, I will now open it back up to general comments about the bill as amended.",203,,
